Hour,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
8031,0,418,836,1255,1673,2091,2509,2927,3345,3764,4182,4600,5018,5436,5855,6273,6691,7109,7527,7945,8364,8782,9200,9618,10036,10455,10873,11291,11709,12127,12545,12964,13382,13800,14218,14636
8032,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8033,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8034,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8035,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8036,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8037,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8038,0,418,836,1255,1673,2091,2509,2927,3345,3764,4182,4600,5018,5436,5855,6273,6691,7109,7527,7945,8364,8782,9200,9618,10036,10455,10873,11291,11709,12127,12545,12964,13382,13800,14218,14636
8039,0,682,1364,2045,2727,3409,4091,4773,5455,6136,6818,7500,8182,8864,9545,10227,10909,11591,12273,12955,13636,14318,15000,15682,16364,17045,17727,18409,19091,19773,20455,21136,21818,22500,23182,23864
8040,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8041,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8042,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8043,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8044,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8045,0,364,727,1091,1455,1818,2182,2545,2909,3273,3636,4000,4364,4727,5091,5455,5818,6182,6545,6909,7273,7636,8000,8364,8727,9091,9455,9818,10182,10545,10909,11273,11636,12000,12364,12727
8046,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8047,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8048,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8049,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8050,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8051,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8052,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8053,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8054,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8055,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8056,0,386,773,1159,1545,1932,2318,2705,3091,3477,3864,4250,4636,5023,5409,5795,6182,6568,6955,7341,7727,8114,8500,8886,9273,9659,10045,10432,10818,11205,11591,11977,12364,12750,13136,13523
8057,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8058,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8059,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8060,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8061,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8062,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8063,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8064,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8065,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8066,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8067,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8068,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8069,0,364,727,1091,1455,1818,2182,2545,2909,3273,3636,4000,4364,4727,5091,5455,5818,6182,6545,6909,7273,7636,8000,8364,8727,9091,9455,9818,10182,10545,10909,11273,11636,12000,12364,12727
8070,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8071,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8072,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8073,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8074,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8075,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8076,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8077,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8078,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8079,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8080,0,386,773,1159,1545,1932,2318,2705,3091,3477,3864,4250,4636,5023,5409,5795,6182,6568,6955,7341,7727,8114,8500,8886,9273,9659,10045,10432,10818,11205,11591,11977,12364,12750,13136,13523
8081,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8082,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8083,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8084,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8085,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8086,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8087,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8088,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8089,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8090,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8091,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8092,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8093,0,364,727,1091,1455,1818,2182,2545,2909,3273,3636,4000,4364,4727,5091,5455,5818,6182,6545,6909,7273,7636,8000,8364,8727,9091,9455,9818,10182,10545,10909,11273,11636,12000,12364,12727
8094,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8095,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8096,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8097,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8098,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8099,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8100,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8101,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8102,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8103,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8104,0,386,773,1159,1545,1932,2318,2705,3091,3477,3864,4250,4636,5023,5409,5795,6182,6568,6955,7341,7727,8114,8500,8886,9273,9659,10045,10432,10818,11205,11591,11977,12364,12750,13136,13523
8105,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8106,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8107,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8108,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8109,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8110,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8111,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8112,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8113,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8114,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8115,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8116,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8117,0,364,727,1091,1455,1818,2182,2545,2909,3273,3636,4000,4364,4727,5091,5455,5818,6182,6545,6909,7273,7636,8000,8364,8727,9091,9455,9818,10182,10545,10909,11273,11636,12000,12364,12727
8118,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8119,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8120,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8121,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8122,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8123,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8124,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8125,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8126,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8127,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8128,0,386,773,1159,1545,1932,2318,2705,3091,3477,3864,4250,4636,5023,5409,5795,6182,6568,6955,7341,7727,8114,8500,8886,9273,9659,10045,10432,10818,11205,11591,11977,12364,12750,13136,13523
8129,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8130,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8131,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8132,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8133,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8134,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8135,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8136,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8137,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8138,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8139,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8140,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8141,0,364,727,1091,1455,1818,2182,2545,2909,3273,3636,4000,4364,4727,5091,5455,5818,6182,6545,6909,7273,7636,8000,8364,8727,9091,9455,9818,10182,10545,10909,11273,11636,12000,12364,12727
8142,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8143,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8144,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8145,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8146,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8147,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8148,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8149,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8150,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8151,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8152,0,386,773,1159,1545,1932,2318,2705,3091,3477,3864,4250,4636,5023,5409,5795,6182,6568,6955,7341,7727,8114,8500,8886,9273,9659,10045,10432,10818,11205,11591,11977,12364,12750,13136,13523
8153,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8154,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8155,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8156,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8157,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8158,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8159,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8160,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8161,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8162,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8163,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8164,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
8165,0,364,727,1091,1455,1818,2182,2545,2909,3273,3636,4000,4364,4727,5091,5455,5818,6182,6545,6909,7273,7636,8000,8364,8727,9091,9455,9818,10182,10545,10909,11273,11636,12000,12364,12727
8166,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8167,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8168,0,23,45,68,91,114,136,159,182,205,227,250,273,295,318,341,364,386,409,432,455,477,500,523,545,568,591,614,636,659,682,705,727,750,773,795
8169,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8170,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8171,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8172,0,405,809,1214,1618,2023,2427,2832,3236,3641,4045,4450,4855,5259,5664,6068,6473,6877,7282,7686,8091,8495,8900,9305,9709,10114,10518,10923,11327,11732,12136,12541,12945,13350,13755,14159
8173,0,673,1345,2018,2691,3364,4036,4709,5382,6055,6727,7400,8073,8745,9418,10091,10764,11436,12109,12782,13455,14127,14800,15473,16145,16818,17491,18164,18836,19509,20182,20855,21527,22200,22873,23545
